"","Entry","X2","X","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Tissue.specificity","Induction","Developmental.stage"
"112","P27765","lcl|NW_011934512.1_cds_XP_011426108.1_6",13,"AMID_PSECL","reviewed","Amidase (EC 3.5.1.4)","","Pseudomonas chlororaphis (Pseudomonas aureofaciens)",506,"","",""
"113","P28494","lcl|NW_011934574.1_cds_XP_011433046.1_131",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","",""
"114","P28494","lcl|NW_011934574.1_cds_XP_011433124.1_132",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","",""
"115","P28494","lcl|NW_011934574.1_cds_XP_011433280.1_134",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","",""
"116","P28494","lcl|NW_011934574.1_cds_XP_011433197.1_133",159,"MA2A1_RAT","reviewed","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","Man2a1 Mana2","Rattus norvegicus (Rat)",1148,"TISSUE SPECIFICITY: Liver. {ECO:0000269|PubMed:1885615, ECO:0000269|PubMed:2748583}.","",""
"117","P30050","lcl|NW_011934589.1_cds_XP_011438099.1_173",66,"RL12_HUMAN","reviewed","60S ribosomal protein L12 (Large ribosomal subunit protein uL11)","RPL12","Homo sapiens (Human)",165,"","",""
"118","P32189","lcl|NW_011934516.1_cds_XP_019923891.1_11",26,"GLPK_HUMAN","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","GK","Homo sapiens (Human)",559,"TISSUE SPECIFICITY: Highly expressed in the liver, kidney and testis. Isoform 2 and isoform 3 are expressed specifically in testis and fetal liver, but not in the adult liver.","",""
"119","P32189","lcl|NW_011934516.1_cds_XP_019923891.1_11",26,"GLPK_HUMAN","reviewed","Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)","GK","Homo sapiens (Human)",559,"TISSUE SPECIFICITY: Highly expressed in the liver, kidney and testis. Isoform 2 and isoform 3 are expressed specifically in testis and fetal liver, but not in the adult liver.","",""
"120","P37039","lcl|NW_011934558.1_cds_XP_011427038.1_84",128,"NCPR_CAVPO","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","Por","Cavia porcellus (Guinea pig)",678,"","",""
"121","P37039","lcl|NW_011934558.1_cds_XP_011427121.1_85",128,"NCPR_CAVPO","reviewed","NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)","Por","Cavia porcellus (Guinea pig)",678,"","",""
"122","P40227","lcl|NW_011934558.1_cds_XP_011426919.1_83",121,"TCPZ_HUMAN","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)","CCT6A CCT6 CCTZ","Homo sapiens (Human)",531,"","",""
"123","P40516","lcl|NW_011934575.1_cds_XP_011433606.1_138",178,"EFM4_YEAST","reviewed","Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4) (Secretion and early endocytosis protein 1)","EFM4 SEE1 YIL064W","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)",257,"","",""
"124","P49641","lcl|NW_011934574.1_cds_XP_011433197.1_133",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","",""
"125","P49641","lcl|NW_011934574.1_cds_XP_011433124.1_132",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","",""
"126","P49641","lcl|NW_011934574.1_cds_XP_011433280.1_134",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","",""
"127","P49641","lcl|NW_011934574.1_cds_XP_011433046.1_131",162,"MA2A2_HUMAN","reviewed","Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)","MAN2A2 MANA2X","Homo sapiens (Human)",1150,"","",""
"128","P50430","lcl|NW_011934595.1_cds_XP_011446775.1_249",90,"ARSB_RAT","reviewed","Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)","Arsb","Rattus norvegicus (Rat)",528,"","",""
"129","P51149","lcl|NW_011934575.1_cds_XP_011433497.1_137",173,"RAB7A_HUMAN","reviewed","Ras-related protein Rab-7a","RAB7A RAB7","Homo sapiens (Human)",207,"TISSUE SPECIFICITY: Widely expressed; high expression found in skeletal muscle. {ECO:0000269|PubMed:12545426}.","",""
"130","P51150","lcl|NW_011934575.1_cds_XP_011433497.1_137",172,"RAB7A_MOUSE","reviewed","Ras-related protein Rab-7a","Rab7a Rab7","Mus musculus (Mouse)",207,"TISSUE SPECIFICITY: Widely expressed. High expression in liver, heart and kidney. Found in sensory and motor neurons. {ECO:0000269|PubMed:12545426}.","","DEVELOPMENTAL STAGE: Expressed in the dorsal root ganglia and the sciatic nerve at 13.5 dpc (at protein level). {ECO:0000269|PubMed:23179371}."
"131","P54278","lcl|NW_011934574.1_cds_XP_019924487.1_135",164,"PMS2_HUMAN","reviewed","Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)","PMS2 PMSL2","Homo sapiens (Human)",862,"","",""
"132","P54279","lcl|NW_011934574.1_cds_XP_019924487.1_135",166,"PMS2_MOUSE","reviewed","Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)","Pms2","Mus musculus (Mouse)",859,"","",""
"133","P56383","lcl|NW_011934560.1_cds_XP_011429213.1_101",148,"AT5G2_MOUSE","reviewed","ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)","Atp5mc2 Atp5g2","Mus musculus (Mouse)",146,"","",""
"134","P56383","lcl|NW_011934560.1_cds_XP_011429143.1_100",148,"AT5G2_MOUSE","reviewed","ATP synthase F(0) complex subunit C2, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 2) (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)","Atp5mc2 Atp5g2","Mus musculus (Mouse)",146,"","",""
"135","P57756","lcl|NW_011934514.1_cds_XP_011427256.2_7",19,"FCN2_RAT","reviewed","Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin)","Fcn2 Fcnb","Rattus norvegicus (Rat)",319,"","",""
"136","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"137","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"138","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"139","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"140","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"141","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"142","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"143","P58317","lcl|NW_011934594.1_cds_XP_011445038.1_229",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"144","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"145","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"146","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"147","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"148","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"149","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"150","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"151","P58317","lcl|NW_011934594.1_cds_XP_011444795.1_230",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"152","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"153","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"154","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"155","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"156","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"157","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"158","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"159","P58317","lcl|NW_011934594.1_cds_XP_011444966.1_231",88,"ZN121_HUMAN","reviewed","Zinc finger protein 121 (Zinc finger protein 20)","ZNF121 ZNF20","Homo sapiens (Human)",390,"","",""
"160","P80317","lcl|NW_011934558.1_cds_XP_011426919.1_83",120,"TCPZ_MOUSE","reviewed","T-complex protein 1 subunit zeta (TCP-1-zeta) (CCT-zeta-1)","Cct6a Cct6 Cctz Cctz1","Mus musculus (Mouse)",531,"TISSUE SPECIFICITY: Expressed in all tissues examined.","",""
"161","P84650","lcl|NW_011934512.1_cds_XP_011426108.1_6",14,"AMID_RHORH","reviewed","Enantioselective amidase (EC 3.5.1.4)","amdA","Rhodococcus rhodochrous",517,"","INDUCTION: By aromatic and aliphatic amides. {ECO:0000269|Ref.1}.",""
"162","P86179","lcl|NW_011934530.1_cds_XP_011441541.1_23",59,"CSL3_ONCKE","reviewed","L-rhamnose-binding lectin CSL3","","Oncorhynchus keta (Chum salmon) (Salmo keta)",195,"","",""
"163","P86179","lcl|NW_011934530.1_cds_XP_011440784.1_24",59,"CSL3_ONCKE","reviewed","L-rhamnose-binding lectin CSL3","","Oncorhynchus keta (Chum salmon) (Salmo keta)",195,"","",""
"164","P95896","lcl|NW_011934512.1_cds_XP_011426108.1_6",12,"AMID_SACS2","reviewed","Amidase (EC 3.5.1.4)","SSO2122 C02016 C02_017","Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)",504,"","",""
"165","P98196","lcl|NW_011934567.1_cds_XP_011430939.1_109",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"166","P98196","lcl|NW_011934567.1_cds_XP_011430863.1_110",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"167","P98196","lcl|NW_011934567.1_cds_XP_011430687.1_108",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"168","P98196","lcl|NW_011934567.1_cds_XP_011431328.1_116",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"169","P98196","lcl|NW_011934567.1_cds_XP_011431912.1_111",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"170","P98196","lcl|NW_011934567.1_cds_XP_011430784.1_106",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"171","P98196","lcl|NW_011934567.1_cds_XP_011431018.1_114",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"172","P98196","lcl|NW_011934567.1_cds_XP_019924112.1_122",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"173","P98196","lcl|NW_011934567.1_cds_XP_011431679.1_117",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"174","P98196","lcl|NW_011934567.1_cds_XP_011431167.1_112",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"175","P98196","lcl|NW_011934567.1_cds_XP_011431095.1_107",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"176","P98196","lcl|NW_011934567.1_cds_XP_011431250.1_115",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"177","P98196","lcl|NW_011934567.1_cds_XP_019924127.1_123",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"178","P98196","lcl|NW_011934567.1_cds_XP_011431755.1_118",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"179","P98196","lcl|NW_011934567.1_cds_XP_019923816.1_113",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"180","P98196","lcl|NW_011934567.1_cds_XP_011431488.1_121",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"181","P98196","lcl|NW_011934567.1_cds_XP_019923966.1_119",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"182","P98196","lcl|NW_011934567.1_cds_XP_019923983.1_120",153,"AT11A_HUMAN","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","ATP11A ATPIH ATPIS KIAA1021","Homo sapiens (Human)",1134,"","",""
"183","P98197","lcl|NW_011934567.1_cds_XP_011430687.1_108",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"184","P98197","lcl|NW_011934567.1_cds_XP_011431328.1_116",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"185","P98197","lcl|NW_011934567.1_cds_XP_011431018.1_114",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"186","P98197","lcl|NW_011934567.1_cds_XP_011430939.1_109",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"187","P98197","lcl|NW_011934567.1_cds_XP_011431679.1_117",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"188","P98197","lcl|NW_011934567.1_cds_XP_011430784.1_106",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"189","P98197","lcl|NW_011934567.1_cds_XP_011431095.1_107",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"190","P98197","lcl|NW_011934567.1_cds_XP_011431250.1_115",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"191","P98197","lcl|NW_011934567.1_cds_XP_011430863.1_110",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"192","P98197","lcl|NW_011934567.1_cds_XP_011431755.1_118",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"193","P98197","lcl|NW_011934567.1_cds_XP_019923816.1_113",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"194","P98197","lcl|NW_011934567.1_cds_XP_011431488.1_121",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"195","P98197","lcl|NW_011934567.1_cds_XP_019924112.1_122",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"196","P98197","lcl|NW_011934567.1_cds_XP_011431912.1_111",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"197","P98197","lcl|NW_011934567.1_cds_XP_019923966.1_119",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
"198","P98197","lcl|NW_011934567.1_cds_XP_019923983.1_120",154,"AT11A_MOUSE","reviewed","Probable phospholipid-transporting ATPase IH (EC 7.6.2.1) (ATPase IS) (ATPase class VI type 11A) (P4-ATPase flippase complex alpha subunit ATP11A)","Atp11a","Mus musculus (Mouse)",1187,"TISSUE SPECIFICITY: Found in heart, muscle, liver and brain. Most abundant in heart. Also detected in fetal tissues.","",""
